131002241224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0734649,0.000810736,,0.00489763,,0.574935,,0.963101,1.0_0.999948_0.902054_0.70301,,0.3407_0.0734649,0.00598154_0.0495998,0.109572,,,0.0021855,,0.00449308,,0.00338373_0.00176147_2.27739e-10,0.00489763,0.00338373,0.00538436_0.133616,0.224504_3.90009e-05_0.118473_1.05869e-05,,,0.00598154_0.0440759,,0.00415136_0.000706744,,,0.00598154_0.000250072,0.0105202_6.1288e-08_0.270161_6.26219e-09,0.00598154,0.00338373,,,,0.00489763,0.253322_0.3287,0.500616,0.887581_0.529488_0.836065,0.321774,0.06142,,0.00449308,0.00538436,0.0134686_2.84089e-05_0.106667,0.00598154,,0.00538436,0.00259183_0.00176147,0.00598154_0.00176147,0.00673225,0.00489763_0.000423342,,0.0307631_2.41635e-05,0.00489763_0.00176147,,0.446379,0.0668595_6.1288e-08,,0.0668595_0.167553,0.913375_0.467906_1.0,,1.0_0.999973,1.0_0.999975_0.936147,1,0.884437_0.668854_0.713905,0.917305,0.00360538,0.00360538,0.00902011_0.000604932,0.00338373_0.00144756_5.70679e-11,0.00538436,,0.00538436,0.00247649_0.000564412,0.00598154,0.808277_0.259738,,0.00489763_0.000218353,0.00237112_0.00176147_0.0393022,0.00598154,,0.00247649,0.00271863,0.0816808,,0.906464,0.527171_0.16231,,0.00385878_0.000771955,0.00285872_0.000706744,0.00153068_0.000604932_1.56329e-10,,0.00285872_0.000706744,0.00237112,,0.00598154_0.000604932
0.129778_4.47525e-05,0.00153068,0.00002384,,0.00271863_0.000604932_0.203677,0.395941_0.503774,,1.0_0.999984,,0.992861_0.354821,,0.00538436_0.000706744_2.04438e-10,0.00171723,0.00902011,0.000000459422,0.00338373,0.00113279_0.000292711,0.00673225,0.0346517,0.0821268,0.00489763,0.0816808,0.0821862_3.1088e-05,,0.00538436,,0.192075_0.0620332_2.04438e-10_0.0311959,,0.00598154_0.00176147,0.00237112,,0.00385878,,0.00538436_0.000706744,0.217643,0.391224_0.317316,0.000513536,0.00538436_0.0529618_0.0604216,0.166745_2.25045e-05,0.281546_0.243403,,0.574935_0.0680973,0.0346517_0.0917127_0.0889258_9.55468e-06_0.000394806,0.00598154,0.078216_2.25045e-05,0.00271863,0.00598154,,0.000661095_0.000651827,0.00598154_0.000497894,,,0.00673225,0.00149028_0.000850687,0.00271863,0.00153068,0.00385878_0.000604932,0.00673225,0.00538436,0.321774,0.20825,0.00538436,,,1.0_0.99999,,1,,0.799579,0.697894,,,,,,,,0.00338373,0.00598154,0.446379,,0.00385878_0.00144756,,0.00902011_0.000124323,0.00271863_0.000947682,,0.00247649_6.60262e-05,0.249941,0.517293,,0.517293,,0.0016664_0.000385028_2.27739e-10_0.173892,0.0029505_3.78459e-13_0.106667_7.43573e-06,,0.00538436,0.00538436,0.00598154_0.000706744,0.00538436,0.00106891
0.357078_2.41635e-05,0.00489763_0.000564412,,0.737721,,0.613704_0.428535,,1.0_0.999975_0.931432_1.0,1,,0.00449308,0.00673225,0.0219926_3.07272e-08_0.0762326_9.55468e-06_0.000445377,,,,,0.00149028_0.000850687_1.69652e-10,0.00538436,0.06142_0.135547,0.00153068,,,0.0734649,0.00285872_0.000706744,0.00271863,0.00271863,0.0077056_0.000445549,,0.00598154,0.00902011,0.00902011,0.00489763_0.000706744_2.04438e-10,,0.00338373_0.20506,,0.104561,0.159151,0.0820574_0.0501453_6.1288e-08,0.00598154_0.274098,0.607273,,,,0.437579,,0.00489763,0.00538436,0.00489763,0.0668595_6.1288e-08_0.0313495,,0.00259183_0.0873498,0.00489763_0.000497894_6.45442e-11_0.0104793,0.00489763_0.00176147_2.94752e-10_0.115678,0.00538436_0.000604932,0.0016664_0.00176147,0.104138_1.68391e-05,,0.000960744_0.133616_0.128683,0.295423_0.0734649,,,0.0668595_8.15366e-08,,1.0_0.999977,1.0_0.999978,,1.0_0.999977,1,0.0816808,0.00247649_0.00176147,0.00489763,0.06142_5.45154e-08,0.00415136,,,0.00385878_0.000771955_2.22035e-11,0.00538436,0.00285872_0.192343,0.314851_0.246156_0.537216,,0.00489763_0.000706744,,0.00318817,0.00538436_0.000706744_1.69652e-10,0.000977211,0.00673225,0.00673225,0.391224,,0.501676_0.0922216_0.264765,0.00271863,0.00598154,0.00271863,,0.00247649_0.000423342_2.04438e-10,0.00598154,0.0361816,0.0378619,0.0148817_2.89231e-08
0.00598154,0.00247649_0.000651827,,0.00598154,0.56938_0.354821,0.808277_0.302778_0.749729,0.514941,0.99109,0.917305_0.60746_0.637407,0.619865,0.057912,0.00598154,0.00538436,0.0225706_5.45154e-08,0.00385878_0.000651827_2.94752e-10_0.232047,0.00247649,,0.000378792_0.000445549_2.04438e-10,0.00171723,,0.00538436,0.00489763,0.00538436,0.00489763_0.000470251,0.000788394_0.000850687,0.00538436,0.00489763,,0.00318817,0.00489763_0.000470251,0.00227448_0.000771955_2.94752e-10,0.00902011,0.00598154_0.000850687,0.00171723_0.000706744,0.00538436_0.00176147,0.469543,0.00673225,,0.00449308,,0.446379,,0.00902011,,,,0.00598154,,0.00598154_0.000651827,,0.00489763_0.000706744,0.000944828,,0.00673225,0.00489763,,0.00538436,0.00538436_0.000850687,0.00285872_0.0956874_0.149347,0.176787_4.47525e-05_0.156466,,0.00149028_0.000339112,0.000373896,,,,1.0_0.999973,1.0_0.99998,1.0_0.731492,0.792487,0.00538436_0.000423342,0.00195642_0.000706744_0.0169254,0.00654743_5.45154e-08,0.00598154_0.00031419,0.00673225_0.106322_6.1288e-08,0.00489763,0.0209245,0.00598154,,,,0.00449308,,,0.00538436_0.000529042_3.30666e-11,0.0361816,,0.00538436_0.00123004_2.04438e-10,0.224504,0.456139,0.00449308,0.00301432,,,,0.00385878_0.000651827,,0.0348812_1.98137e-05_0.106667,0.00153068_0.000706744_9.14471e-11,0.00673225
0.0734649,0.00538436_0.000651827,0.00598154,0.00360538_0.000706744,,,,1,0.831528_0.384232,,,0.00247649,0.0214447,,,0.00489763,0.00259183,0.00318817,0.000586824_0.000706744_2.94752e-10,0.00489763,,0.000693034,,0.00338373,0.00673225,0.00385878_0.000706744,0.0668595,0.00598154,0.00489763,,,0.00673225,0.00489763,0.0018905_0.000423342_8.0302e-11,,0.171418_0.0391377,0.00117985,0.00598154_0.000651827,0.06142,,0.381926_0.534153,0.849613_0.0864422_0.473725_0.0136859,0.0668595_0.194869,0.00259183_0.0378619,0.00271863,0.249941_3.11936e-05_0.0889258_5.48131e-06,0.00449308,,,,0.00489763_0.000706744,0.06142,0.0077056,0.00489763_0.00144756_2.04438e-10_0.173892,0.00489763,0.00385878_0.000564412_0.0877275,0.00538436,0.00449308,0.00271863_0.00176147_0.122005,0.0832144,,0.00598154,0.0734649_0.712736,0.897542,0.997952_0.999401_1.0,,,1.0_0.999977,1.0_0.757441_0.909411,0.645194_0.302778_0.7905_0.575662_0.00362702,,0.00598154_0.000651827,0.00598154,0.000834393,,,0.00360538_0.000604932_2.04438e-10_0.160458,0.00489763_0.000564412,0.0668595_6.1288e-08_0.313846,0.424994,0.0734649,0.00538436,,0.00538436,,0.00673225,0.00673225_0.000706744,0.00259183_0.00144756_2.04438e-10,0.495455_0.564082,,,0.00489763_0.000706744,,,0.000859487_0.000250072_2.04438e-10,0.00673225,7.03067e-05_1.77212e-05,0.00538436_0.0529618,0.0077056_0.000771955,0.00489763
0.158763_2.10689e-05,0.00385878_0.00107021,,,,0.674641,1,0.929193_1.0,1,,0.0440759,0.00145198_0.000651827_0.122005,0.00673225,,0.00449308,0.00538436_0.000706744_2.94752e-10_0.086598,,0.00489763_0.000771955_2.94752e-10,,0.06142,,0.00489763,0.0568543,0.00171723,0.00538436,,0.109572_2.10689e-05,0.00385878,,0.0018905,,,0.00598154,,0.265942_0.0417757,,0.0346517,0.00538436,0.00598154,0.281546,0.74671,0.574935,0.321774_0.0922216,0.224504,,,,,0.00271863,0.0077056,,,0.00598154,0.00902011_0.000445549,,,,,0.00489763,,,,,0.864101,,1,,1,1.0_0.999948_0.911282,,0.00538436,0.00117985,,,0.000508764_6.1288e-08,,0.00673225,,0.00247649_0.00144756_2.27739e-10_0.134935_0.283377,0.488421_0.360528,0.385363_5.27129e-05_0.288112_4.82166e-17,0.00538436,0.0007102_0.000193824_1.56329e-10,0.00598154,0.00902011,0.00489763,0.000810736,,0.374533,0.849613,,0.06142_4.90894e-08,0.00538436_0.00144756_2.04438e-10_0.0945248,0.0495998_6.1288e-08_0.106667,0.00271863,,,0.00415136_0.0495998_1.82205e-08,0.00449308_0.00123004_2.94752e-10,0.00153068_0.000706744_1.85438e-10
0.00091454,0.00902011_0.000497894,0.00195642_0.00144756,0.00673225_0.000152762,,,0.989814,1,1,0.808277_0.294839,0.00598154_0.0225706,0.00598154,,0.0297232_4.45758e-13,0.00598154_0.000706744,0.00195642_0.00144756,0.00247649_0.000604932,,0.0668595_4.46448e-08,0.06142_5.45154e-08,,0.00538436,0.0668595_0.0670729,0.00598154_0.000193824,0.00538436_0.000706744_8.37038e-11,,0.00902011_0.000529042_0.0205316,0.0816808_6.1288e-08,,0.00489763_0.00144756,0.00489763,0.00538436,0.00489763,,,,0.00449308,0.06142,0.00673225,0.469543,,0.391224_0.0659559_0.149775,0.144098,,0.0260801,,0.00489763,0.00489763_0.000651827_1.44936e-10,0.067105,0.00673225_0.000706744,0.00301432_0.000604932,,0.00538436_0.000497894,0.00598154,0.000467715,,,0.00338373_0.000651827,0.00385878,0.159542,0.375224,0.00131681,,0.897542,,1.0_0.999938_0.902054,1.0_0.999973_0.981776,1,1,0.0816808_2.21428e-09,0.00538436_0.000651827,,0.00598154_0.000497894,0.00489763_0.000706744,0.00489763,0.00538436,0.00598154,0.00598154_0.000529042,,0.574935_0.243403,0.549037_0.0440759,0.000586824,0.00271863_0.000564412_2.94752e-10,0.00598154,0.00538436_0.000706744,0.00489763_0.000604932_1.56329e-10,,0.127706,,0.776487,,0.167914_2.84089e-05_0.118473,0.0012869,0.00489763,0.00538436_0.00144756,0.00673225_0.000706744,0.00598154,0.00318817_0.000771955,0.00259183_0.000604932,
,0.00489763,0.000929435_0.000564412,0.00816774_6.1288e-08,0.0816808,,,1,0.897542_0.600143_0.781676,,,0.0219926,0.00338373,,0.00157337_0.000706744_2.04438e-10_0.232047_2.0589e-08_0.00281465,0.000737619_0.000706744_2.04438e-10,0.00489763,0.000625115_0.000706744_6.90646e-11,0.00195642_0.000706744_0.173186,,0.0518268,0.000701511_0.000403266_0.0707058,0.249941,0.000777682,,0.00673225,0.00385878,0.00247649_0.000193824,0.00538436_0.000170842,0.00673225,,0.00598154_0.000604932,,0.00360538,0.0816808_6.1288e-08,0.391224,0.395374,0.0668595,0.0518343_0.0301904_0.00928696,0.469543,0.445925,0.626802,0.06142,0.0668595_6.1288e-08,0.0021855,0.00598154,0.000274682,0.0077056_0.000771955_2.04438e-10,,0.00538436,,0.00171723_0.000564412,0.00598154_0.00144756_0.122005,0.00489763,,,,,0.00489763_0.235139,0.141973_0.0568684,0.00902011_0.000604932,0.00237112,0.0734649,0.99109,,1.0_0.999973_0.961861,,1,,,,,0.00489763,0.00157337_0.000497894,0.00598154_0.00144756,0.0268407_6.1288e-08,0.00489763,,,0.831528,0.00673225,,0.00538436_0.000771955,,0.00338373,0.00538436,0.00285872_0.00176147,0.00673225,0.437579,0.858469_0.366443,0.236345,0.0668595,0.00301432,,0.00449308_0.000385028,0.00538436_0.000706744,0.00598154,0.00673225_0.000706744,0.00489763,0.00598154_0.000651827_0.0131328
,0.00598154_0.00144756,0.00538436_0.000368385,0.0203516_1.21058e-05_0.0667033,0.000313237_0.00144756_2.94752e-10_0.751592,0.486289_0.21651,0.765739_0.317316_0.917367,0.923533_1.0_1.0,0.907914,,,0.00247649,,0.00259183,,0.00153068_0.00176147_1.85438e-10,,0.00489763,0.158814,0.115396,0.00489763,,,,0.00538436_0.000651827,0.00538436,0.06142,,0.00598154,0.0077056,0.00538436,,0.00489763_0.00031419,0.00673225,0.00161853,,0.06142_3.07272e-08,0.06142,0.0668595,,0.772409,0.437579_0.0391377,0.00271863_0.0568543,0.0904227,,0.0734649_0.215465,0.00902011_0.000771955,0.00538436_0.00176147_6.05772e-11,0.00673225,,,0.115396,0.00598154_0.000303066,0.00598154,0.00598154,0.00673225_0.000706744,0.00983663_2.04964e-08_0.0426654,0.0077056,0.00598154_0.000771955,0.187107,,,0.00171723,1,,1,1.0_0.999973,1,1.0_0.999977_0.931159,,0.00598154_0.000706744_1.56329e-10,,0.00598154_0.000706744,0.00598154,0.00538436,,0.00489763,0.00598154_0.000283046_1.33875e-11,0.574935,,,0.00538436_0.000706744,0.00598154_0.000529042,,,0.0016664,,0.00195642,0.517293,,,0.249941_2.25045e-05_0.118473_6.49861e-06,,0.00247649_0.000771955,0.00489763_0.000771955,0.00301432,,0.0179071_0.0162362,0.00360538_0.000706744,
0.321918,,0.00598154,0.00489763_0.000706744,0.00247649_0.596471,0.631762_0.0568684,0.995758,,1.0_0.999948_0.659,0.99109,0.321774_0.467906,,0.00673225_0.00176147,0.00489763,0.00598154_0.000497894,0.00385878_0.000771955,,0.0018905_4.54857e-05,0.00489763_0.00176147_0.0949386,0.159542_1.98137e-05_0.00827206,0.0734649_6.1288e-08_0.0820929_6.9337e-06,,0.170876_0.0501453,0.00902011_0.000706744,0.000491635_0.000303066_1.35082e-10_0.160458,0.00538436,0.00598154,,0.00489763_0.00144756,0.00449308,0.00489763_0.000771955,0.00598154,0.00538436_0.00176147_1.69652e-10_0.122525,,,0.197309,0.00902011_0.0568543,,,,0.299366,0.549037_3.11936e-05_0.0751657,,,,0.202323_2.10689e-05_0.106667,0.0568543_5.45154e-08,0.00538436_0.000445549,0.00141562_0.125165_4.46448e-08,0.495455_0.0495998_0.168726,,0.00538436_0.0568543_0.149862,0.0668595,0.0495998,0.00449308,0.00489763_0.000706744_2.04438e-10_0.261066,0.00673225_0.00176147_2.04438e-10,0.00271863_0.00176147_2.94752e-10,0.224504,0.281546,0.00902011_0.000604932,0.000263466_0.000274005_1.44936e-10_0.298295,,,1,,1,,1,,0.00489763_0.000651827,0.00598154,0.00489763_0.000651827,,0.00131681_0.00176147,,0.00360538,0.00449308,0.00598154,,,0.00237112,0.00673225,0.00598154,,0.00598154,,,,,,0.00538436,0.00673225,0.00538436,0.0000315469,0.00538436,,0.00489763_0.000604932,,0.0148817_2.89231e-08_0.0561635_9.55468e-06_0.000445377_4.12657e-07
0.249941_3.11936e-05,0.00538436_0.000403266_5.1139e-11_7.41032e-05,0.00538436_0.00144756,,0.00598154_0.000706744,0.697894_0.439493,0.837585,1,0.892214,0.73221_0.780364_0.749729_0.456911,0.437579_5.27129e-05_0.106667_0.16975,0.06142_5.45154e-08_0.0275213,0.0874612_0.0454299_6.05772e-11,0.00489763,0.00902011_0.000706744,0.00090012,0.00489763,0.00449308_0.000292711_3.04966e-11,0.00161853_0.192343,,,,0.281546_2.84089e-05,0.00338373_0.00176147_1.69652e-10_0.0470462,0.00538436_0.000651827_1.0076e-10_0.122525,,0.049452_3.11936e-05,0.00598154,0.00489763_0.000706744,0.00538436_0.000706744_6.05772e-11,,0.00489763,0.00598154_0.000706744,0.00489763,0.00598154_0.204245,0.221439_0.0345433_2.89231e-08,,0.0734649,0.0529618,,0.446379,0.517293,0.0346517,0.138222,0.495455,0.249941_2.41635e-05,,,,0.0922908_3.11936e-05,0.00598154,0.00902011,0.00598154,0.00285872,0.00285872,0.00271863,0.0018905,0.0077056_0.000127984,,0.549037_0.0801754,0.00318817,0.00449308,0.00538436,0.742454_1.0,1,1,1,,,0.00104921,0.00237112,0.00598154,,,0.0219926_0.0182757,0.134882_3.46332e-05_0.118473_4.55013e-06,0.00538436_0.000706744,0.0361816_5.45154e-08,0.00598154,,0.453307,0.00489763_0.00176147,,,0.00090012,0.00338373_0.0668595,,0.00673225_0.106322,,0.539942_0.449334,,0.0153993,,,0.00673225,0.00449308,,,0.00598154,0.00259183_0.000604932_2.27739e-10_0.2088
0.00902011_0.00176147_0.314217_0.177195_1.05869e-05_0.00014554,,0.00338373,,,0.777193,0.995499,,0.942361_1.0,0.99109,0.69602_0.0922216,0.00415136_0.000706744,0.06142,0.00598154_0.000706744,0.00902011_0.000706744_2.27739e-10_0.160458,0.00538436,,,,,0.00673225,0.00090012,,,,0.00271863_0.00144756_2.04438e-10,,0.0012869_0.000292711,0.00489763_0.000706744,0.00538436,,0.00285872,,,0.0734649_0.123725,0.281546,,0.00538436,0.281546,,0.0466639_0.586832,0.703979_0.514728,0.227926,0.0332525,0.00259183_0.000771955_0.352639_0.31794_0.0923129,0.0668595_1.69645e-08,,0.00538436_0.00176147,0.00538436,0.712393,0.00171723_0.000771955_2.04438e-10,0.00415136_0.0926825,,0.000513536_0.000651827_1.85438e-10,,7.23955e-05_0.0977831,0.00489763,0.00182893,0.00360538_0.0529618_0.149862,,,,,1,1,1.0_0.999985_0.925933_1.0,,1.0_0.999973,1,0.321774_0.0998834,0.00103022,0.00489763,,0.00318817_4.87689e-05,0.00318817,0.708183,0.00489763_0.000651827,0.00902011_0.000706744_2.04438e-10,0.00117985_0.000651827,0.496386_0.113955_0.592067,0.00902011_0.143409,,0.00489763,0.00247649_0.000771955_2.27739e-10,,0.00360538_0.000771955_2.27739e-10,0.00449308_0.000145094,0.109572_0.110019,,0.697894_0.529634,0.00538436_0.0812058_0.00647593,0.00538436,0.0664456,0.00673225,0.00598154,,0.00259183_0.000604932_2.27739e-10,0.00538436,,
0.312659_3.90009e-05,0.00123103,0.000426274,0.0016664_0.0332525_3.07272e-08_0.0889258,0.0668595,,,,,,,0.00598154_0.0389905,0.0717786,0.00449308_0.000423342,0.00489763,,0.00489763,0.00318817_0.000706744,,0.104138,0.00259183,,,0.00360538,0.00285872,0.00385878_0.00144756,,0.00489763_0.000651827,0.00247649_0.000445549_2.04438e-10_0.0505116,,0.00598154,0.00338373_0.000850687,,,0.00489763_0.227631_3.77982e-08,,0.0346517,0.00318817,,0.14301,0.645546_0.384223,0.574935_0.374132_0.350059,0.00489763_0.12012,0.124981,0.00285872,0.0668595,0.00060536_0.000651827_2.04438e-10,0.0077056,0.000399737_0.000771955,0.0992062_0.0454299,0.00598154_0.000771955,0.00538436,,0.00489763,0.000495864_0.000706744,0.00598154,0.00598154,0.00673225,,,0.292288_2.65089e-05,,0.0816808_0.750559,0.951339,1,,1.0_0.999986_0.961861,1.0_0.999965,1.0_0.787311,,0.00538436_0.00031419,,0.00673225_0.00144756,0.00538436_0.000445549,0.00538436_0.000651827,0.00247649_0.00144756,,,0.00538436_0.00176147,0.445925,0.00673225,,0.00237112,0.000799407,0.00598154,,,0.00247649_0.00176147,0.353363,0.733669_0.449334_0.61022,0.321774_1.53242e-05,0.0077056,0.0344986_9.07391e-13,0.00598154_0.000706744,7.04888e-06_2.10689e-05,0.00489763,,0.06142,0.06142,0.00598154_0.000135999
0.00598154,,0.00318817_0.000706744,0.737623,,0.517293_0.3295,0.896526,0.938564,0.917305_0.804036,0.953923_0.529488_1.0_0.466316,0.554999_0.243403,0.00538436_0.000423342,0.00538436_0.106322,0.73707,0.00598154_0.000706744_4.86122e-11,0.00598154,,,,0.00489763,0.00673225_0.000529042,,,0.0016664_0.00144756,0.00161853_0.000706744_2.27739e-10_0.138962,,,0.00902011,0.00489763_0.00176147,4.37668e-05_1.00745e-12_0.0444466,0.00598154,0.00489763_0.000651827_1.69652e-10,0.00489763_0.00176147,,0.00538436_0.000771955,0.446379,0.0430507_2.84089e-05,0.00237112,0.0529618,,0.391224_0.0568684,0.176498,,,0.00489763_0.133616_0.288178,0.00598154_0.0506413,,0.00952791_5.45154e-08,,,0.0077056_0.00144756_1.44936e-10,,0.181372_0.0466639_6.1288e-08_0.0762326,0.0016664,0.00449308_0.000403266,0.00103022,0.00538436,,0.321774,0.353363,0.00598154,0.00489763,,0.710401_0.543353,,1.0_0.999975,,,0.981866,,0.00598154,0.00538436_0.000353137,0.00195642,0.00598154,,0.00449308,0.00338373_0.000771955_4.63227e-11,0.00673225_0.000651827_1.56329e-10,0.00385878_0.00144756,0.397913,0.0734649_4.90894e-08,0.00673225,0.000342892_7.70765e-05_1.35082e-10,,0.76535,,0.000217098,,,0.466882,0.00673225,0.00489763,0.00538436,0.00489763,0.00318817,0.00489763_0.000353137,0.00259183_0.000497894,,0.00673225_0.000497894,0.00285872
0.375224_0.305174_0.0850094,0.0012869_0.00144756,0.00598154,0.000859487,0.281546_0.388122,0.736286,0.576146_0.561845,1,1.0_0.999973,0.992861,0.321774_0.0529618,0.00538436,0.0219926_6.1288e-08_0.165453_0.256421_0.00312365,0.0801199_2.61045e-05,0.00449308_0.000385028,,0.00598154,,0.00153068_0.000706744_2.56981e-10,0.00538436_0.00144756_1.0076e-10,0.00161853,0.00902011_0.000706744,0.155643,0.00117985,0.00489763_0.000706744,,0.0816808,0.00598154,,,,0.00538436,0.00489763_0.00176147_9.14471e-11,,0.000495864_0.000198276_2.04438e-10,0.106322_6.1288e-08,0.115588,,0.0529618,,,,0.00538436_0.0668595,,0.374533_0.0734649,0.00449308_0.0151359,0.00538436_0.000850687_8.37038e-11,,0.00489763_0.154911,,0.00489763_0.000706744_2.94752e-10_0.160458,,0.06142,0.00538436_0.000230015_4.52566e-11,0.00489763_0.000771955,0.00598154_0.0440759,0.00301432,,,0.446379,0.0529618_5.45154e-08_0.0425381,,0.856699,,1,1.0_0.999977_0.963318,1,1,1.0_0.891715,,0.0017713,0.00171723_0.000403266_1.85438e-10,0.00598154,,,,0.00385878,0.00489763_0.000651827_6.05772e-11_0.0130944,0.00161853_0.00144756,0.63522,,0.00538436_0.000651827_1.69652e-10,0.00202717,0.00538436,0.00237112_0.000771955,0.00489763,0.00157337,0.00321224,0.495455,,0.281546,,,,0.00449308,0.00489763_0.00176147,0.00902011_0.000706744_0.0564512,0.00598154,0.106322,0.00489763
0.00902011,,0.0361816_4.46448e-08,0.00489763_0.00144756,,0.517293_0.427438,0.995988,,0.897542,0.635713_0.427438,0.236345,,,,0.00673225,,0.00489763_0.00176147,,,,0.00449308,,0.321774,0.00538436,,0.00149028_0.0529618,,0.00538436_0.00032617,,,0.00489763_0.00144756_2.04438e-10,0.00489763,0.00673225_0.000651827_1.0076e-10_0.0481474,0.00247649_0.000250072_4.86122e-11,0.00673225,0.446379,,,0.00489763_0.133616,0.00271863,,0.0734649,0.00285872_0.143409,,,0.203619,0.00538436,0.00489763,,,0.00598154_0.000292711,0.00538436_0.100345,,0.00415136_0.000706744,0.00285872_0.000706744_1.69652e-10,0.00673225,,0.00489763_0.000604932,0.0016664_0.00107021_2.04438e-10_0.298295,0.391224_0.16231,,0.00538436,0.00449308,1.0_0.891715,1,1,1.0_0.999975_0.925933_1.0_0.998696,,,0.815076_0.363008,0.00538436_0.000706744,0.00489763_0.000385028,,,,0.00673225,0.00247649,0.00538436_0.000604932_6.2498e-11,0.00161853,,0.281546,0.00847028_3.90009e-05,,0.00598154_0.000706744_9.14471e-11,,,0.00318817,,,0.519338_0.317316,0.601901_0.317316_0.149862,0.00385878_0.0141694,0.00449308,,0.00489763_0.000706744_2.04438e-10,0.00538436,0.00538436_0.000706744_2.94752e-10,,0.06142,
,0.00598154,0.793298,,0.321774_0.126339_0.40785_0.277816_0.207452,,0.940097,0.897542,1.0_0.758964,,0.0734649,,0.00247649_0.0454757,,0.00449308_0.000230608,,0.00538436_0.000706744_1.35082e-10,0.00538436,0.00598154,,0.00598154_0.000274005_4.74399e-11,0.353363,0.00673225_0.220614_2.23579e-08,0.00902011_0.000706744_0.056465,0.000396992_0.000292711,,0.0016664_0.00176147,0.00338373_0.00107021_2.94752e-10,,0.00489763_0.000403266,0.00598154,0.00538436,0.000693034,,,0.0668595_0.350059,,0.0332525,0.0378619,,0.831528,0.814044_0.0501453,0.170671,0.227926_0.0922216,,0.00673225,0.00489763,,0.00538436,0.00247649_0.000706744_2.04438e-10,,0.0734649,0.00301432,0.00598154,0.00271863,0.00385878_0.0513789,0.00415136,0.00149028,,0.321774_0.190919_0.44522,0.00538436,0.00033888,,0.932744_0.581505_0.993625,1,1,,1.0_0.999938,,0.495455,0.00489763_0.000529042_8.37038e-11,0.00673225,0.00247649_0.000706744_2.94752e-10_0.0278857,,0.00271863,0.00489763_0.000706744_2.27739e-10,,0.00449308,0.0668595_0.382968,0.574935,0.549037_5.24479e-06,0.00171723_0.000353137_2.56981e-10,0.000223035_0.0529618,,,0.00598154_0.000257567,,0.00489763_0.0495998_0.226911,,0.545503,,0.06142,0.0105202_6.1288e-08_0.0425381,0.00538436,,0.00285872_0.000243005,0.00271863_0.000706744,0.0016664,0.00489763,
0.00598154,,0.00598154,,,,,1.0_0.999938_0.981079,1.0_0.596471,0.831528_0.449334,0.00673225_0.106322,,0.00489763_0.000706744_0.473952_0.177195_8.7169e-06_0.000229118,0.00538436,0.00538436,0.00538436,,0.00489763_0.000771955,0.0734649,0.227926_1.98137e-05,0.0268407_1.02496e-08,,,0.00271863,0.00449308,0.00902011,0.0440759_0.0325944,,,0.00538436_0.000771955,,0.00259183_0.000147562,,,0.00598154_0.06142,,,0.00598154,0.0594789_0.0278095,0.517293_0.0454299_2.27739e-10_0.259577,,,0.00673225,0.00171723,0.00385878,0.263728_0.217093_2.04438e-10,,0.00338373,,0.0878596,,0.0668595,0.00673225_0.00144756,0.00538436,0.00538436_0.00123004,,0.0622657,,,0.437579_0.0373883,0.0816808,0.00598154,0.00489763_0.437808,,,1.0_0.999973,1.0_0.999978_0.936147,1,,0.75967,0.00259183_0.000274005,0.00673225,,,,,,0.00285872,0.236345,0.645546,0.0816808,0.00598154_0.00032617,0.00598154_0.000651827,,,0.00598154,0.00247649_0.000706744_1.56329e-10,,0.645546,,0.631762_1.40689e-05,0.00489763,0.0361816_5.45154e-08,,0.00489763,,,0.00538436_0.000771955_1.56329e-10_0.0452776,0.00318817,0.00489763
